Image,Rating,Comment,Rater
009_S_4814_20121025_t1_stx2,Pass,"",Rater03
011_S_0168_20060210_t1_stx2,Pass,"",Rater03
011_S_0241_20100316_t1_stx2,Pass,"",Rater03
011_S_2274_20110818_t1_stx2,Pass,"",Rater03
011_S_4120_20150721_t1_stx2,Pass,"",Rater03
011_S_4235_20121009_t1_stx2,Pass,"",Rater03
011_S_4827_20121002_t1_stx2,Pass,"",Rater03
011_S_4827_20130130_t1_stx2,Pass,"",Rater03
011_S_4949_S187901_t1_stx2,Pass,"",Rater03
012_S_0689_20060705_t1_stx2,Pass,"",Rater03
013_S_0575_20070314_t1_stx2,Pass,"",Rater03
041_S_1260_20070201_t1_stx2,Pass,"",Rater05
041_S_1412_20080211_t1_stx2,Pass,"",Rater05
013_S_1205_20070724_t1_stx2,Pass,"",Rater03
041_S_1418_20090818_t1_stx2,Pass,"",Rater05
041_S_1418_20150811_t1_stx2,Pass,"",Rater05
013_S_5071_20130212_t1_stx2,Pass,"",Rater03
041_S_1418_S256344_t1_stx2,Pass,"",Rater05
041_S_1425_20110802_t1_stx2,Pass,"",Rater05
041_S_4037_20150528_t1_stx2,Pass,"",Rater05
041_S_4041_20110524_t1_stx2,Pass,"",Rater05
016_S_0702_20060724_t1_stx2,Pass,"",Rater03
016_S_0702_20070221_t1_stx2,Pass,"",Rater03
016_S_0702_20080227_t1_stx2,Pass,"",Rater03
016_S_0702_20090831_t1_stx2,Pass,"",Rater03
041_S_4041_20130513_t1_stx2,Pass,"",Rater05
041_S_4051_S582306_t1_stx2,Pass,"",Rater05
041_S_4060_20111212_t1_stx2,Pass,"",Rater05
041_S_4138_20121010_t1_stx2,Pass,"",Rater05
041_S_4143_20110728_t1_stx2,Pass,"",Rater05
041_S_4143_20120904_t1_stx2,Pass,"",Rater05
041_S_4143_S271002_t1_stx2,Pass,"",Rater05
041_S_4200_S625178_t1_stx2,Pass,"",Rater05
041_S_4271_20131016_t1_stx2,Pass,"",Rater05
009_S_4543_20120301_t1_stx2,Pass,"",Rater03
041_S_4427_S386689_t1_stx2,Pass,"",Rater05
041_S_4427_S618726_t1_stx2,Pass,"",Rater05
041_S_4513_S383485_t1_stx2,Pass,"",Rater05
041_S_4629_20120709_t1_stx2,Pass,"",Rater05
023_S_0604_S54468_t1_stx2,Pass,"",Rater03
041_S_4720_20120514_t1_stx2,Pass,"",Rater05
023_S_0604_S69779_t1_stx2,Pass,"",Rater03
023_S_0613_20060724_t1_stx2,Pass,"",Rater03
041_S_4874_20140828_t1_stx2,Pass,"",Rater05
023_S_0625_20070716_t1_stx2,Pass,"",Rater03
041_S_4874_S592315_t1_stx2,Pass,"",Rater05
023_S_0625_20091020_t1_stx2,Pass,"",Rater03
023_S_0887_S201947_t1_stx2,Pass,"",Rater03
041_S_4876_20120814_t1_stx2,Pass,"",Rater05
023_S_1190_20070717_t1_stx2,Pass,"",Rater03
023_S_1247_20080812_t1_stx2,Pass,"",Rater03
023_S_4035_S291315_t1_stx2,Pass,"",Rater03
023_S_4502_20130328_t1_stx2,Pass,"",Rater03
023_S_6374_S689824_t1_stx2,Pass,"",Rater03
041_S_4876_20130816_t1_stx2,Pass,"",Rater05
024_S_1393_20100413_t1_stx2,Pass,"",Rater03
041_S_4974_20141111_t1_stx2,Pass,"",Rater05
024_S_4084_20110916_t1_stx2,Pass,"",Rater03
024_S_4392_20130107_t1_stx2,Pass,"",Rater03
024_S_4622_20120330_t1_stx2,Pass,"",Rater03
024_S_4674_S753081_t1_stx2,Pass,"",Rater03
041_S_4989_20141111_t1_stx2,Pass,"",Rater05
024_S_6202_S658701_t1_stx2,Pass,"",Rater03
024_S_6385_S841081_t1_stx2,Pass,"",Rater03
027_S_0074_20101227_t1_stx2,Pass,"",Rater03
027_S_0116_20090223_t1_stx2,Pass,"",Rater03
027_S_1213_20070720_t1_stx2,Pass,"",Rater03
027_S_1254_20080205_t1_stx2,Pass,"",Rater03
041_S_5026_20130517_t1_stx2,Pass,"",Rater05
041_S_5026_20131211_t1_stx2,Pass,"",Rater05
027_S_1277_20070821_t1_stx2,Pass,"",Rater03
041_S_5078_20150224_t1_stx2,Pass,"",Rater05
027_S_1387_S141888_t1_stx2,Pass,"",Rater03
027_S_2336_S144908_t1_stx2,Pass,"",Rater03
041_S_5082_20130510_t1_stx2,Pass,"",Rater05
027_S_4757_S153172_t1_stx2,Pass,"",Rater03
027_S_4802_20120722_t1_stx2,Pass,"",Rater03
027_S_4804_20121101_t1_stx2,Pass,"",Rater03
041_S_5097_20130529_t1_stx2,Pass,"",Rater05
027_S_4962_20130411_t1_stx2,Pass,"",Rater03
041_S_5100_S590003_t1_stx2,Pass,"",Rater05
041_S_5141_20130418_t1_stx2,Pass,"",Rater05
041_S_5253_S624628_t1_stx2,Pass,"",Rater05
027_S_5127_20150527_t1_stx2,Pass,"",Rater03
027_S_5127_S425369_t1_stx2,Pass,"",Rater03
027_S_5169_20130827_t1_stx2,Pass,"",Rater03
051_S_1072_20080219_t1_stx2,Pass,"",Rater05
051_S_1072_20080710_t1_stx2,Pass,"",Rater05
027_S_6648_S777830_t1_stx2,Pass,"",Rater03
029_S_4279_20111109_t1_stx2,Pass,"",Rater03
031_S_0351_20070514_t1_stx2,Pass,"",Rater03
031_S_0351_20071108_t1_stx2,Pass,"",Rater03
031_S_4005_20130418_t1_stx2,Pass,"",Rater03
051_S_1072_20080902_t1_stx2,Pass,"",Rater05
051_S_1072_20100205_t1_stx2,Pass,"",Rater05
033_S_0514_S23664_t1_stx2,Pass,"",Rater03
051_S_1123_20070801_t1_stx2,Pass,"",Rater05
037_S_4071_20110628_t1_stx2,Pass,"",Rater03
051_S_1123_20150218_t1_stx2,Pass,"",Rater05
051_S_1131_20070801_t1_stx2,Pass,"",Rater05
051_S_1331_20080707_t1_stx2,Pass,"",Rater05
051_S_1331_20081125_t1_stx2,Pass,"",Rater05
051_S_1331_20081203_t1_stx2,Pass,"",Rater05
037_S_4071_20110929_t1_stx2,Fail,signal loss,Rater03
052_S_0951_20061019_t1_stx2,Pass,"",Rater05
041_S_0314_20071129_t1_stx2,Pass,"",Rater03
041_S_4004_20110801_t1_stx2,Pass,"",Rater03
041_S_4037_20120604_t1_stx2,Pass,"",Rater03
041_S_4037_20130610_t1_stx2,Pass,"",Rater03
052_S_0951_20071113_t1_stx2,Pass,"",Rater05
041_S_4143_20111122_t1_stx2,Pass,"",Rater03
041_S_4200_S283123_t1_stx2,Pass,"",Rater03
051_S_1131_20100303_t1_stx2,Pass,"",Rater03
052_S_0951_20081112_t1_stx2,Pass,"",Rater05
051_S_1331_20071106_t1_stx2,Pass,"",Rater03
051_S_1331_20080507_t1_stx2,Pass,"",Rater03
052_S_0989_20061114_t1_stx2,Pass,"",Rater05
052_S_4807_20121019_t1_stx2,Pass,"",Rater03
052_S_1168_20080623_t1_stx2,Pass,"",Rater05
052_S_1250_20100525_t1_stx2,Pass,"",Rater05
053_S_4557_20140307_t1_stx2,Pass,"",Rater03
053_S_4661_20140617_t1_stx2,Pass,"",Rater03
053_S_5287_20130910_t1_stx2,Pass,"",Rater03
052_S_1251_20070831_t1_stx2,Pass,"",Rater05
067_S_0076_20081022_t1_stx2,Pass,"",Rater03
052_S_1251_20080303_t1_stx2,Pass,"",Rater05
067_S_4310_20120201_t1_stx2,Pass,"",Rater03
052_S_1251_20080310_t1_stx2,Pass,"",Rater05
068_S_0478_20070212_t1_stx2,Pass,"",Rater03
068_S_2168_20120113_t1_stx2,Pass,"",Rater03
068_S_2187_S598982_t1_stx2,Pass,"",Rater03
072_S_4390_20120314_t1_stx2,Pass,"",Rater03
100_S_0892_S30505_t1_stx2,Pass,"",Rater03
100_S_1062_S66023_t1_stx2,Pass,"",Rater03
052_S_1346_20120413_t1_stx2,Pass,"",Rater05
100_S_1113_S24092_t1_stx2,Pass,"",Rater03
100_S_1226_S53128_t1_stx2,Pass,"",Rater03
052_S_2249_S179335_t1_stx2,Pass,"",Rater05
100_S_1226_S81565_t1_stx2,Pass,"",Rater03
100_S_4469_20130411_t1_stx2,Pass,"",Rater03
100_S_4511_20120309_t1_stx2,Pass,"",Rater03
100_S_5091_20130306_t1_stx2,Pass,"",Rater03
100_S_5096_20140616_t1_stx2,Pass,"",Rater03
052_S_4626_20120727_t1_stx2,Pass,"",Rater05
052_S_4807_20130215_t1_stx2,Pass,"",Rater05
109_S_0777_20060907_t1_stx2,Pass,"",Rater03
109_S_1013_20061108_t1_stx2,Pass,"",Rater03
109_S_1013_20070620_t1_stx2,Pass,"",Rater03
052_S_4885_20130304_t1_stx2,Pass,"",Rater05
109_S_1014_20080414_t1_stx2,Pass,"",Rater03
109_S_1157_20070103_t1_stx2,Pass,"",Rater03
052_S_4885_20130911_t1_stx2,Pass,"",Rater05
109_S_4455_20140212_t1_stx2,Pass,"",Rater03
109_S_4594_20120628_t1_stx2,Pass,"",Rater03
052_S_4944_20130710_t1_stx2,Pass,"",Rater05
109_S_6364_S737844_t1_stx2,Pass,"",Rater03
114_S_0166_20070226_t1_stx2,Pass,"",Rater03
114_S_0166_20090303_t1_stx2,Pass,"",Rater03
114_S_0166_20150310_t1_stx2,Pass,"",Rater03
114_S_0374_20070420_t1_stx2,Pass,"",Rater03
114_S_0374_20080702_t1_stx2,Pass,"",Rater03
052_S_4945_20130402_t1_stx2,Pass,"",Rater05
114_S_0601_20070712_t1_stx2,Pass,"",Rater03
114_S_0601_20080711_t1_stx2,Pass,"",Rater03
053_S_0389_20060420_t1_stx2,Pass,"",Rater05
114_S_1106_20061121_t1_stx2,Pass,"",Rater03
114_S_1106_20071218_t1_stx2,Pass,"",Rater03
053_S_0507_20070611_t1_stx2,Pass,"",Rater05
114_S_5047_20121207_t1_stx2,Pass,"",Rater03
114_S_6063_S639225_t1_stx2,Pass,"",Rater03
053_S_0507_20090520_t1_stx2,Pass,"",Rater05
114_S_6487_S732180_t1_stx2,Pass,"",Rater03
116_S_0361_20080424_t1_stx2,Pass,"",Rater03
116_S_0370_20080508_t1_stx2,Pass,"",Rater03
116_S_0382_20060613_t1_stx2,Pass,"",Rater03
053_S_0507_S15256_t1_stx2,Pass,"",Rater05
116_S_0382_20080528_t1_stx2,Pass,"",Rater03
116_S_0392_20080606_t1_stx2,Pass,"",Rater03
116_S_0648_20060803_t1_stx2,Pass,"",Rater03
116_S_0648_20090812_t1_stx2,Pass,"",Rater03
053_S_0919_20130104_t1_stx2,Pass,"",Rater05
116_S_0657_20060824_t1_stx2,Pass,"",Rater03
053_S_0919_S299574_t1_stx2,Pass,"",Rater05
116_S_0834_20060929_t1_stx2,Pass,"",Rater03
116_S_1243_20100225_t1_stx2,Pass,"",Rater03
053_S_1044_20081210_t1_stx2,Pass,"",Rater05
116_S_1243_20120308_t1_stx2,Pass,"",Rater03
116_S_1249_20070301_t1_stx2,Pass,"",Rater03
053_S_2357_20111102_t1_stx2,Pass,"",Rater05
116_S_1249_20090204_t1_stx2,Pass,"",Rater03
116_S_1271_20090317_t1_stx2,Pass,"",Rater03
116_S_1315_20070308_t1_stx2,Pass,"",Rater03
116_S_1315_20080909_t1_stx2,Pass,"",Rater03
116_S_4175_S271551_t1_stx2,Pass,"",Rater03
053_S_2396_S493837_t1_stx2,Pass,"",Rater05
116_S_4199_20110824_t1_stx2,Pass,"",Rater03
053_S_4578_20140408_t1_stx2,Pass,"",Rater05
057_S_0474_S32573_t1_stx2,Pass,"",Rater05
057_S_0643_20060621_t1_stx2,Pass,"",Rater05
057_S_0779_20080917_t1_stx2,Pass,"",Rater05
057_S_1007_20071031_t1_stx2,Pass,"",Rater05
057_S_1217_20070131_t1_stx2,Pass,"",Rater05
057_S_1217_20070822_t1_stx2,Pass,"",Rater05
057_S_1217_20080813_t1_stx2,Pass,"",Rater05
057_S_1217_20100310_t1_stx2,Pass,"",Rater05
057_S_1265_20070822_t1_stx2,Pass,"",Rater05
057_S_1265_20080213_t1_stx2,Fail,"",Rater05
057_S_1269_20090218_t1_stx2,Pass,"",Rater05
057_S_1373_S65869_t1_stx2,Pass,"",Rater05
057_S_1379_20070321_t1_stx2,Pass,"",Rater05
057_S_1379_20090415_t1_stx2,Pass,"",Rater05
057_S_2398_S441688_t1_stx2,Pass,"",Rater05
057_S_4909_20121129_t1_stx2,Pass,"",Rater05
057_S_5295_20131128_t1_stx2,Pass,"",Rater05
062_S_0535_20080617_t1_stx2,Pass,"",Rater05
062_S_0793_20081208_t1_stx2,Pass,"",Rater05
062_S_1182_20090304_t1_stx2,Pass,"",Rater05
067_S_0019_20051012_t1_stx2,Pass,"",Rater05
067_S_0038_20060623_t1_stx2,Pass,"",Rater05
067_S_0059_20051212_t1_stx2,Fail,"",Rater05
067_S_0059_20081209_t1_stx2,Pass,"",Rater05
067_S_0076_20060714_t1_stx2,Pass,"",Rater05
116_S_4199_20120907_t1_stx2,Pass,"",Rater03
067_S_0077_20051221_t1_stx2,Pass,"",Rater05
067_S_0077_20070305_t1_stx2,Pass,"",Rater05
067_S_0257_20140730_t1_stx2,Pass,"",Rater05
067_S_0284_20070502_t1_stx2,Pass,"",Rater05
067_S_0290_20060601_t1_stx2,Pass,"",Rater05
067_S_0812_20070507_t1_stx2,Pass,"",Rater05
067_S_1185_20070807_t1_stx2,Pass,"",Rater05
067_S_1253_20070305_t1_stx2,Pass,"",Rater05
067_S_2196_20121128_t1_stx2,Pass,"",Rater05
067_S_2304_S722319_t1_stx2,Pass,"",Rater05
067_S_4054_20110826_t1_stx2,Pass,"",Rater05
067_S_4310_20111027_t1_stx2,Pass,"",Rater05
116_S_4199_S675706_t1_stx2,Pass,"",Rater03
116_S_4483_S410621_t1_stx2,Pass,"",Rater03
067_S_4782_20130808_t1_stx2,Pass,"",Rater05
116_S_6517_S726035_t1_stx2,Pass,"",Rater03
121_S_1350_20070309_t1_stx2,Pass,"",Rater03
123_S_0072_20060104_t1_stx2,Pass,"",Rater03
123_S_0088_S25920_t1_stx2,Pass,"",Rater03
067_S_5159_20150529_t1_stx2,Pass,"",Rater05
123_S_0106_20150204_t1_stx2,Pass,"",Rater03
123_S_0108_20120207_t1_stx2,Pass,"",Rater03
123_S_1300_20150408_t1_stx2,Pass,"",Rater03
123_S_2363_20120503_t1_stx2,Pass,"",Rater03
123_S_4096_20110728_t1_stx2,Pass,"",Rater03
123_S_4096_20120208_t1_stx2,Pass,"",Rater03
123_S_4096_20120809_t1_stx2,Pass,"",Rater03
123_S_4362_20111128_t1_stx2,Pass,"",Rater03
123_S_4526_20140310_t1_stx2,Pass,"",Rater03
123_S_4780_20120904_t1_stx2,Pass,"",Rater03
123_S_4780_20121220_t1_stx2,Pass,"",Rater03
123_S_4806_20140828_t1_stx2,Pass,"",Rater03
067_S_5160_20130814_t1_stx2,Pass,"",Rater05
126_S_0506_20060614_t1_stx2,Pass,"",Rater03
067_S_6443_S696646_t1_stx2,Pass,"",Rater05
126_S_0605_20110705_t1_stx2,Pass,"",Rater03
126_S_0680_20070723_t1_stx2,Pass,"",Rater03
126_S_0680_20110810_t1_stx2,Pass,"",Rater03
126_S_0680_20120709_t1_stx2,Pass,"",Rater03
126_S_0680_20130710_t1_stx2,Pass,"",Rater03
126_S_0680_20151118_t1_stx2,Pass,"",Rater03
126_S_0709_20090817_t1_stx2,Pass,"",Rater03
126_S_0709_S118617_t1_stx2,Pass,"",Rater03
126_S_0891_20070416_t1_stx2,Pass,"",Rater03
126_S_1187_20080819_t1_stx2,Pass,"",Rater03
068_S_0127_S141959_t1_stx2,Pass,"",Rater05
126_S_4458_20120420_t1_stx2,Pass,"",Rater03
126_S_4507_20120504_t1_stx2,Pass,"",Rater03
126_S_4675_20120420_t1_stx2,Pass,"",Rater03
068_S_0127_S183396_t1_stx2,Pass,"",Rater05
126_S_4686_20120427_t1_stx2,Pass,"",Rater03
126_S_4686_20120801_t1_stx2,Pass,"",Rater03
126_S_4686_20121106_t1_stx2,Pass,"",Rater03
068_S_0127_S745140_t1_stx2,Pass,"",Rater05
126_S_4712_20121204_t1_stx2,Pass,"",Rater03
068_S_0401_S85723_t1_stx2,Pass,"",Rater05
126_S_4891_20121115_t1_stx2,Pass,"",Rater03
126_S_5214_20130611_t1_stx2,Pass,"",Rater03
127_S_0112_20070730_t1_stx2,Pass,"",Rater03
127_S_0260_20060323_t1_stx2,Pass,"",Rater03
127_S_0393_20060412_t1_stx2,Pass,"",Rater03
127_S_0393_20070606_t1_stx2,Pass,"",Rater03
127_S_0394_20060517_t1_stx2,Pass,"",Rater03
127_S_0397_20060515_t1_stx2,Pass,"",Rater03
127_S_0622_20060629_t1_stx2,Pass,"",Rater03
068_S_0473_20061130_t1_stx2,Pass,"",Rater05
127_S_1032_20061108_t1_stx2,Pass,"",Rater03
127_S_1032_20081223_t1_stx2,Pass,"",Rater03
127_S_1032_S207025_t1_stx2,Pass,"",Rater03
127_S_1032_S61121_t1_stx2,Pass,"",Rater03
127_S_1419_20080822_t1_stx2,Pass,"",Rater03
127_S_1427_20160812_t1_stx2,Pass,"",Rater03
068_S_0476_20060712_t1_stx2,Pass,"",Rater05
127_S_2213_S111382_t1_stx2,Fail,"",Rater03
127_S_2213_S208392_t1_stx2,Pass,"",Rater03
127_S_2234_S383408_t1_stx2,Pass,"",Rater03
127_S_2234_S96115_t1_stx2,Pass,"",Rater03
068_S_0478_20060516_t1_stx2,Pass,"",Rater05
127_S_4148_20120216_t1_stx2,Pass,"",Rater03
127_S_4148_S267794_t1_stx2,Pass,"",Rater03
127_S_4197_20120814_t1_stx2,Pass,"",Rater03
127_S_4197_20130910_t1_stx2,Pass,"",Rater03
127_S_4240_20120329_t1_stx2,Pass,"",Rater03
127_S_4604_20140326_t1_stx2,Pass,"",Rater03
068_S_0802_20140814_t1_stx2,Pass,"",Rater05
068_S_0802_S174488_t1_stx2,Pass,"",Rater05
068_S_0802_S270206_t1_stx2,Pass,"",Rater05
068_S_2171_20110621_t1_stx2,Pass,"",Rater05
068_S_2184_20111212_t1_stx2,Pass,"",Rater05
068_S_2316_20111003_t1_stx2,Pass,"",Rater05
127_S_4765_20120927_t1_stx2,Pass,"",Rater03
127_S_4843_20130826_t1_stx2,Pass,"",Rater03
127_S_4928_20120905_t1_stx2,Pass,"",Rater03
127_S_4928_20131120_t1_stx2,Pass,"",Rater03
127_S_4940_20130325_t1_stx2,Pass,"",Rater03
127_S_4992_20131111_t1_stx2,Pass,"",Rater03
127_S_5056_20130103_t1_stx2,Pass,"",Rater03
127_S_5058_20130501_t1_stx2,Pass,"",Rater03
068_S_4067_20110606_t1_stx2,Pass,"",Rater05
127_S_5058_20140113_t1_stx2,Pass,"",Rater03
127_S_5132_S823160_t1_stx2,Fail,"",Rater03
068_S_4332_S583600_t1_stx2,Pass,"",Rater05
127_S_5218_20130624_t1_stx2,Pass,"",Rater03
127_S_5228_20130624_t1_stx2,Pass,"",Rater03
070_S_4692_20120508_t1_stx2,Pass,"",Rater05
128_S_0135_S141831_t1_stx2,Pass,"",Rater03
128_S_0188_20060206_t1_stx2,Pass,"",Rater03
070_S_4798_20120628_t1_stx2,Pass,"",Rater05
128_S_0225_S404483_t1_stx2,Pass,"",Rater03
128_S_0227_S146593_t1_stx2,Pass,"",Rater03
128_S_0229_20061017_t1_stx2,Pass,"",Rater03
128_S_0229_20130408_t1_stx2,Pass,"",Rater03
128_S_0230_S72913_t1_stx2,Pass,"",Rater03
070_S_6236_S804368_t1_stx2,Fail,"",Rater05
128_S_0258_S51260_t1_stx2,Pass,"",Rater03
128_S_0266_S48986_t1_stx2,Pass,"",Rater03
128_S_0272_20061012_t1_stx2,Pass,"",Rater03
128_S_0272_20070502_t1_stx2,Pass,"",Rater03
072_S_0315_20070509_t1_stx2,Pass,"",Rater05
128_S_0272_20140529_t1_stx2,Pass,"",Rater03
128_S_0522_20060519_t1_stx2,Pass,"",Rater03
128_S_0522_20061215_t1_stx2,Pass,"",Rater03
072_S_2026_20110129_t1_stx2,Pass,"",Rater05
128_S_0611_20070125_t1_stx2,Pass,"",Rater03
128_S_0611_20070607_t1_stx2,Pass,"",Rater03
128_S_0770_20070206_t1_stx2,Pass,"",Rater03
128_S_0947_S29901_t1_stx2,Pass,"",Rater03
072_S_2037_20110819_t1_stx2,Pass,"",Rater05
128_S_1043_20080604_t1_stx2,Pass,"",Rater03
128_S_1088_20061207_t1_stx2,Pass,"",Rater03
128_S_1148_20080117_t1_stx2,Pass,"",Rater03
128_S_1242_20070214_t1_stx2,Pass,"",Rater03
128_S_1242_20080321_t1_stx2,Pass,"",Rater03
128_S_1242_20120705_t1_stx2,Pass,"",Rater03
128_S_1430_20080404_t1_stx2,Pass,"",Rater03
128_S_2003_20100701_t1_stx2,Pass,"",Rater03
128_S_2009_S88000_t1_stx2,Pass,"",Rater03
128_S_2036_20111027_t1_stx2,Pass,"",Rater03
128_S_2036_20121006_t1_stx2,Pass,"",Rater03
128_S_2045_20110321_t1_stx2,Pass,"",Rater03
128_S_2123_20110505_t1_stx2,Pass,"",Rater03
128_S_2123_20111101_t1_stx2,Pass,"",Rater03
128_S_2130_20120118_t1_stx2,Pass,"",Rater03
128_S_2151_20130205_t1_stx2,Pass,"",Rater03
128_S_2151_S138323_t1_stx2,Pass,"",Rater03
128_S_4553_S214160_t1_stx2,Pass,"",Rater03
128_S_4607_20120326_t1_stx2,Pass,"",Rater03
128_S_4609_20121026_t1_stx2,Pass,"",Rater03
128_S_4742_20121212_t1_stx2,Pass,"",Rater03
128_S_4742_20140619_t1_stx2,Pass,"",Rater03
128_S_4742_S719603_t1_stx2,Pass,"",Rater03
128_S_4745_20120924_t1_stx2,Pass,"",Rater03
128_S_4842_20130822_t1_stx2,Pass,"",Rater03
072_S_2072_20110915_t1_stx2,Pass,"",Rater05
128_S_5066_20130402_t1_stx2,Pass,"",Rater03
128_S_5066_S250343_t1_stx2,Pass,"",Rater03
129_S_1204_20070215_t1_stx2,Pass,"",Rater03
129_S_1246_20110427_t1_stx2,Pass,"",Rater03
072_S_2072_S257647_t1_stx2,Pass,"",Rater05
129_S_4073_S112101_t1_stx2,Pass,"",Rater03
129_S_4287_S125945_t1_stx2,Pass,"",Rater03
129_S_4369_S159872_t1_stx2,Fail,"",Rater03
072_S_2083_S503223_t1_stx2,Pass,"",Rater05
129_S_6146_S645782_t1_stx2,Pass,"",Rater03
129_S_6288_S672767_t1_stx2,Pass,"",Rater03
129_S_6482_S704609_t1_stx2,Pass,"",Rater03
130_S_0232_20060301_t1_stx2,Pass,"",Rater03
130_S_0285_20110401_t1_stx2,Pass,"",Rater03
072_S_2093_20111021_t1_stx2,Pass,"",Rater05
130_S_0285_S41536_t1_stx2,Pass,"",Rater03
130_S_0289_20060313_t1_stx2,Pass,"",Rater03
130_S_0423_20060530_t1_stx2,Pass,"",Rater03
130_S_0505_20071010_t1_stx2,Pass,"",Rater03
072_S_2164_20121204_t1_stx2,Pass,"",Rater05
130_S_0505_20081013_t1_stx2,Pass,"",Rater03
130_S_0505_20101129_t1_stx2,Pass,"",Rater03
130_S_0505_20130104_t1_stx2,Pass,"",Rater03
130_S_0783_20080825_t1_stx2,Pass,"",Rater03
130_S_0969_20121204_t1_stx2,Pass,"",Rater03
130_S_2403_20131011_t1_stx2,Pass,"",Rater03
130_S_4343_20121207_t1_stx2,Pass,"",Rater03
130_S_4352_S831888_t1_stx2,Pass,"",Rater03
072_S_4057_20110829_t1_stx2,Pass,"",Rater05
072_S_4057_20111212_t1_stx2,Pass,"",Rater05
072_S_4063_20110617_t1_stx2,Pass,"",Rater05
130_S_4542_20120302_t1_stx2,Pass,"",Rater03
130_S_4660_20121017_t1_stx2,Pass,"",Rater03
130_S_4660_20130502_t1_stx2,Pass,"",Rater03
130_S_4660_20140506_t1_stx2,Pass,"",Rater03
130_S_4730_20130612_t1_stx2,Pass,"",Rater03
130_S_4883_20120810_t1_stx2,Pass,"",Rater03
130_S_4925_20131014_t1_stx2,Pass,"",Rater03
130_S_4990_20130426_t1_stx2,Pass,"",Rater03
130_S_5006_20121114_t1_stx2,Pass,"",Rater03
130_S_6037_S843247_t1_stx2,Pass,"",Rater03
130_S_6072_S601331_t1_stx2,Pass,"",Rater03
130_S_6612_S739417_t1_stx2,Pass,"",Rater03
130_S_6361_S694796_t1_stx2,Pass,"",Rater03
131_S_0123_20060119_t1_stx2,Pass,"",Rater03
131_S_0123_20061101_t1_stx2,Pass,"",Rater03
131_S_0123_20080508_t1_stx2,Pass,"",Rater03
131_S_0123_20110308_t1_stx2,Pass,"",Rater03
131_S_0123_S144550_t1_stx2,Pass,"",Rater03
131_S_0384_20120529_t1_stx2,Pass,"",Rater03
131_S_0441_20080425_t1_stx2,Pass,"",Rater03
131_S_0441_20120515_t1_stx2,Fail,"",Rater03
131_S_0441_20130507_t1_stx2,Fail,"",Rater03
131_S_0457_20060503_t1_stx2,Pass,"",Rater03
131_S_0457_20061204_t1_stx2,Pass,"",Rater03
131_S_0691_20070212_t1_stx2,Pass,"",Rater03
131_S_1389_20090522_t1_stx2,Pass,"",Rater03
131_S_1389_20100709_t1_stx2,Pass,"",Rater03
133_S_0433_20090520_t1_stx2,Pass,"",Rater03
133_S_0488_20061214_t1_stx2,Pass,"",Rater03
133_S_0493_20060509_t1_stx2,Pass,"",Rater03
133_S_0493_20061214_t1_stx2,Pass,"",Rater03
072_S_4063_20120627_t1_stx2,Pass,"",Rater05
133_S_0525_20060710_t1_stx2,Pass,"",Rater03
133_S_0638_20060906_t1_stx2,Pass,"",Rater03
072_S_4102_20120117_t1_stx2,Pass,"",Rater05
133_S_0638_20070907_t1_stx2,Pass,"",Rater03
133_S_0771_20080417_t1_stx2,Pass,"",Rater03
133_S_0771_20081014_t1_stx2,Pass,"",Rater03
133_S_0913_20080116_t1_stx2,Pass,"",Rater03
072_S_4103_20120227_t1_stx2,Pass,"",Rater05
133_S_1031_20061031_t1_stx2,Pass,"",Rater03
133_S_1031_20061116_t1_stx2,Fail,"",Rater03
133_S_1055_20081202_t1_stx2,Pass,"",Rater03
135_S_4281_20120419_t1_stx2,Pass,"",Rater03
072_S_4206_20121001_t1_stx2,Pass,"",Rater05
135_S_4281_S288828_t1_stx2,Pass,"",Rater03
135_S_4309_20111026_t1_stx2,Pass,"",Rater03
135_S_4309_20120126_t1_stx2,Pass,"",Rater03
135_S_4309_20121115_t1_stx2,Pass,"",Rater03
135_S_4406_20120606_t1_stx2,Pass,"",Rater03
135_S_4446_20120117_t1_stx2,Pass,"",Rater03
072_S_4206_S258822_t1_stx2,Pass,"",Rater05
135_S_4446_20140127_t1_stx2,Pass,"",Rater03
135_S_4489_20120202_t1_stx2,Pass,"",Rater03
135_S_4489_20130213_t1_stx2,Pass,"",Rater03
135_S_4598_20121016_t1_stx2,Pass,"",Rater03
135_S_4598_S850775_t1_stx2,Fail,"",Rater03
135_S_4657_20140428_t1_stx2,Pass,"",Rater03
072_S_4383_20111209_t1_stx2,Pass,"",Rater05
135_S_4722_20121205_t1_stx2,Pass,"",Rater03
135_S_4722_S438701_t1_stx2,Pass,"",Rater03
072_S_4383_20120615_t1_stx2,Pass,"",Rater05
135_S_4722_S701884_t1_stx2,Pass,"",Rater03
135_S_4723_20120516_t1_stx2,Pass,"",Rater03
135_S_4723_S701999_t1_stx2,Pass,"",Rater03
135_S_4954_20130415_t1_stx2,Pass,"",Rater03
135_S_4954_20131015_t1_stx2,Pass,"",Rater03
135_S_5273_20130806_t1_stx2,Pass,"",Rater03
135_S_6411_S691836_t1_stx2,Pass,"",Rater03
072_S_4383_20121217_t1_stx2,Pass,"",Rater05
136_S_0107_20090602_t1_stx2,Pass,"",Rater03
136_S_0107_20100629_t1_stx2,Pass,"",Rater03
072_S_4462_20120813_t1_stx2,Pass,"",Rater05
136_S_0186_20080303_t1_stx2,Pass,"",Rater03
